id,created_at,productNum,productName,HSN,sizes,colour,subCategory,category,brand,description,unitPrice,discount,price,quantity,imageUrl,rating,rentable
19,2024-11-20 08:00:58.1773+00,PRD-019,ASIAN PAINTS ROYALE LUXURY EMULTION WHITE,,10L,WHITE,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Luxury is just a brushstroke away with Royale Luxury Emulsion. It’s the only paint emulsion in India equipped with Teflon surface protector which makes it easily washable and highly durable. It is a non-toxic, lead-free, low VOC and odourless paint that protects the walls from tough stains & harmful bacteria.",4491.53,25,5300,100,,4,false
20,2024-11-20 08:00:58.1773+00,PRD-020,ASIAN PAINTS ROYALE LUXURY EMULTION WHITE,,20L,WHITE,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Luxury is just a brushstroke away with Royale Luxury Emulsion. It’s the only paint emulsion in India equipped with Teflon surface protector which makes it easily washable and highly durable. It is a non-toxic, lead-free, low VOC and odourless paint that protects the walls from tough stains & harmful bacteria.",8305.08,35,9800,100,,5,false
21,2024-11-20 08:00:58.1773+00,PRD-021,ASIAN PAINTS ROYALE LUXURY EMULTION SHYNE WHITE,,1L,WHITE,ROYALE LUXURY EMULTION SHYNE,PAINTS,ASIAN PAINT,A unique finish that demonstrates diamond-like sheen and offers enhanced radiance on your walls.,550.847,50,650,100,,5,false
22,2024-11-20 08:00:58.1773+00,PRD-022,ASIAN PAINTS ROYALE LUXURY EMULTION SHYNE WHITE,,4L,WHITE,ROYALE LUXURY EMULTION SHYNE,PAINTS,ASIAN PAINT,A unique finish that demonstrates diamond-like sheen and offers enhanced radiance on your walls.,2118.64,50,2500,100,,5,false
23,2024-11-20 08:00:58.1773+00,PRD-023,ASIAN PAINTS ROYALE LUXURY EMULTION SHYNE WHITE,,10L,WHITE,ROYALE LUXURY EMULTION SHYNE,PAINTS,ASIAN PAINT,A unique finish that demonstrates diamond-like sheen and offers enhanced radiance on your walls.,4915.25,50,5800,100,,4,false
24,2024-11-20 08:00:58.1773+00,PRD-024,ASIAN PAINTS ROYALE LUXURY EMULTION SHYNE WHITE,,20L,WHITE,ROYALE LUXURY EMULTION SHYNE,PAINTS,ASIAN PAINT,A unique finish that demonstrates diamond-like sheen and offers enhanced radiance on your walls.,9152.54,50,10800,100,,5,false
25,2024-11-20 08:00:58.1773+00,PRD-025,ASIAN PAINTS APEX EXTERIOR EMULTION WHITE,,1L,WHITE,APEX EXTERIOR EMULTION,PAINTS,ASIAN PAINT,"A smooth, water-based exterior wall finish with silicone additives that comes with a 6-year performance warranty. Its new dust proof technology resists dust from settling onto the walls. Apex Dust Proof Emulsion protects the walls from harsh weather conditions and algal attacks while retaining the integrity of the paint film.",338.983,,400,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-APEX-EXTERIOR-EMULSION-WHITE.webp,5,false
26,2024-11-20 08:00:58.1773+00,PRD-026,ASIAN PAINTS APEX EXTERIOR EMULTION WHITE,,4L,WHITE,APEX EXTERIOR EMULTION,PAINTS,ASIAN PAINT,"A smooth, water-based exterior wall finish with silicone additives that comes with a 6-year performance warranty. Its new dust proof technology resists dust from settling onto the walls. Apex Dust Proof Emulsion protects the walls from harsh weather conditions and algal attacks while retaining the integrity of the paint film.",1228.81,,1450,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-APEX-EXTERIOR-EMULSION-WHITE.webp,3,false
27,2024-11-20 08:00:58.1773+00,PRD-027,ASIAN PAINTS APEX EXTERIOR EMULTION WHITE,,10L,WHITE,APEX EXTERIOR EMULTION,PAINTS,ASIAN PAINT,"A smooth, water-based exterior wall finish with silicone additives that comes with a 6-year performance warranty. Its new dust proof technology resists dust from settling onto the walls. Apex Dust Proof Emulsion protects the walls from harsh weather conditions and algal attacks while retaining the integrity of the paint film.",2711.86,,3200,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-APEX-EXTERIOR-EMULSION-WHITE.webp,3,false
28,2024-11-20 08:00:58.1773+00,PRD-028,ASIAN PAINTS APEX EXTERIOR EMULTION WHITE,,20L,WHITE,APEX EXTERIOR EMULTION,PAINTS,ASIAN PAINT,"A smooth, water-based exterior wall finish with silicone additives that comes with a 6-year performance warranty. Its new dust proof technology resists dust from settling onto the walls. Apex Dust Proof Emulsion protects the walls from harsh weather conditions and algal attacks while retaining the integrity of the paint film.",4915.25,,5800,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-APEX-EXTERIOR-EMULSION-WHITE.webp,5,false
29,2024-11-20 08:00:58.1773+00,PRD-029,ASIAN PAINTS ACE EXTERIOR EMULTION WHITE,,1L,WHITE,"ACE EXTERIOR EMULTION ",PAINTS,ASIAN PAINT,"Looking for an exterior paint that saves time, effort and money during application? Opt for Ace Exterior Emulsion - a water-based exterior wall finish with unique water resistance technology. It’s the perfect outdoor paint as it has a first-rate resistance to chalking, cracking, and weathering as opposed to cement paints.",203.39,,240,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-ACE-EXTERIOR-EMULSION-WHITE.webp,4,false
30,2024-11-20 08:00:58.1773+00,PRD-030,ASIAN PAINTS ACE EXTERIOR EMULTION WHITE,,4L,WHITE,"ACE EXTERIOR EMULTION ",PAINTS,ASIAN PAINT,"Looking for an exterior paint that saves time, effort and money during application? Opt for Ace Exterior Emulsion - a water-based exterior wall finish with unique water resistance technology. It’s the perfect outdoor paint as it has a first-rate resistance to chalking, cracking, and weathering as opposed to cement paints.",745.763,,880,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-ACE-EXTERIOR-EMULSION-WHITE.webp,5,false
31,2024-11-20 08:00:58.1773+00,PRD-031,ASIAN PAINTS ACE EXTERIOR EMULTION WHITE,,10L,WHITE,"ACE EXTERIOR EMULTION ",PAINTS,ASIAN PAINT,"Looking for an exterior paint that saves time, effort and money during application? Opt for Ace Exterior Emulsion - a water-based exterior wall finish with unique water resistance technology. It’s the perfect outdoor paint as it has a first-rate resistance to chalking, cracking, and weathering as opposed to cement paints.",1610.17,,1900,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-ACE-EXTERIOR-EMULSION-WHITE.webp,3,false
32,2024-11-20 08:00:58.1773+00,PRD-032,ASIAN PAINTS ACE EXTERIOR EMULTION WHITE,,20L,WHITE,"ACE EXTERIOR EMULTION ",PAINTS,ASIAN PAINT,"Looking for an exterior paint that saves time, effort and money during application? Opt for Ace Exterior Emulsion - a water-based exterior wall finish with unique water resistance technology. It’s the perfect outdoor paint as it has a first-rate resistance to chalking, cracking, and weathering as opposed to cement paints.",3008.47,,3550,100,https://zwpxczeturmsdddiwpfl.supabase.co/storage/v1/object/public/product-images/paints/asian-paints/ASIAN-PAINTS-ACE-EXTERIOR-EMULSION-WHITE.webp,3,false
33,2024-11-20 08:00:58.1773+00,PRD-033,ASIAN PAINTS ROYALE LUXURY EMULTION MATT,,1L,MATT,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Bumpless walls for a smooth look and luxurious feel, Royale Matt Luxury Emulsion gives the perfect matt finish to your walls. It’s the only washable matt paint emulsion in India equipped with Teflon surface protector that makes it very durable. The toughest household stains like turmeric and ink are reduced to a large extent whereas water-based stains such as tea, coffee, etc. are completely removed with this washable wall paint. Its anti-fungal and anti-dust properties ensure the painted surface retains its finish for years to come.",593.22,,700,100,,4,false
34,2024-11-20 08:00:58.1773+00,PRD-034,ASIAN PAINTS ROYALE LUXURY EMULTION MATT,,4L,MATT,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Bumpless walls for a smooth look and luxurious feel, Royale Matt Luxury Emulsion gives the perfect matt finish to your walls. It’s the only washable matt paint emulsion in India equipped with Teflon surface protector that makes it very durable. The toughest household stains like turmeric and ink are reduced to a large extent whereas water-based stains such as tea, coffee, etc. are completely removed with this washable wall paint. Its anti-fungal and anti-dust properties ensure the painted surface retains its finish for years to come.",2288.14,,2700,100,,5,false
35,2024-11-20 08:00:58.1773+00,PRD-035,ASIAN PAINTS ROYALE LUXURY EMULTION MATT,,10L,MATT,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Bumpless walls for a smooth look and luxurious feel, Royale Matt Luxury Emulsion gives the perfect matt finish to your walls. It’s the only washable matt paint emulsion in India equipped with Teflon surface protector that makes it very durable. The toughest household stains like turmeric and ink are reduced to a large extent whereas water-based stains such as tea, coffee, etc. are completely removed with this washable wall paint. Its anti-fungal and anti-dust properties ensure the painted surface retains its finish for years to come.",5254.24,,6200,100,,5,false
36,2024-11-20 08:00:58.1773+00,PRD-036,ASIAN PAINTS ROYALE LUXURY EMULTION MATT,,20L,MATT,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Bumpless walls for a smooth look and luxurious feel, Royale Matt Luxury Emulsion gives the perfect matt finish to your walls. It’s the only washable matt paint emulsion in India equipped with Teflon surface protector that makes it very durable. The toughest household stains like turmeric and ink are reduced to a large extent whereas water-based stains such as tea, coffee, etc. are completely removed with this washable wall paint. Its anti-fungal and anti-dust properties ensure the painted surface retains its finish for years to come.",9830.51,,11600,100,,5,false
37,2024-11-20 08:00:58.1773+00,PRD-037,ASIAN PAINTS ROYALE LUXURY EMULTION BASE,,200ML,BASE,ROYALE LUXURY EMULTION,PAINTS,ASIAN PAINT,"Luxury is just a brushstroke away with Royale Luxury Emulsion. It’s the only paint emulsion in India equipped with Teflon surface protector which makes it easily washable and highly durable. It is a non-toxic, lead-free, low VOC and odourless paint that protects the walls from tough stains & harmful bacteria.",152.542,,180,100,,4,false
38,2024-11-20 08:00:58.1773+00,PRD-038,ASIAN PAINTS SMARTCARE DAMPROOF WHITE,,1L,WHITE,SMARTCARE DAMPROOF,PAINTS,ASIAN PAINT,"A glass fiber reinforced elastomeric liquid applied waterproofing membrane. Asian Paints SmartCare Damp Proof upon curing, forms a thick, seamless, durable membrane thus offering ultimate waterproofing.",322.034,,380,100,,3,false
39,2024-11-20 08:00:58.1773+00,PRD-039,ASIAN PAINTS SMARTCARE DAMPROOF WHITE,,4L,WHITE,SMARTCARE DAMPROOF,PAINTS,ASIAN PAINT,"A glass fiber reinforced elastomeric liquid applied waterproofing membrane. Asian Paints SmartCare Damp Proof upon curing, forms a thick, seamless, durable membrane thus offering ultimate waterproofing.",1144.07,,1350,100,,4,false
40,2024-11-20 08:00:58.1773+00,PRD-040,ASIAN PAINTS SMARTCARE DAMPROOF WHITE,,10L,WHITE,SMARTCARE DAMPROOF,PAINTS,ASIAN PAINT," A glass fiber reinforced elastomeric liquid applied waterproofing membrane. Asian Paints SmartCare Damp Proof upon curing, forms a thick, seamless, durable membrane thus offering ultimate waterproofing.",2711.86,,3200,100,,5,false
41,2024-11-20 08:00:58.1773+00,PRD-041,ASIAN PAINTS SMARTCARE DAMPROOF WHITE,,20L,WHITE,SMARTCARE DAMPROOF,PAINTS,ASIAN PAINT,"A glass fiber reinforced elastomeric liquid applied waterproofing membrane. Asian Paints SmartCare Damp Proof upon curing, forms a thick, seamless, durable membrane thus offering ultimate waterproofing.",4915.25,,5800,100,,4,false
42,2024-11-20 08:00:58.1773+00,PRD-042,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,100ML,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",50.8475,,60,100,,2,false
43,2024-11-20 08:00:58.1773+00,PRD-043,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,200ML,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",84.7458,,100,100,,3,false
44,2024-11-20 08:00:58.1773+00,PRD-044,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,500ML,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",135.593,,160,100,,4,false
45,2024-11-20 08:00:58.1773+00,PRD-045,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,1L,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",237.288,,280,100,,5,false
46,2024-11-20 08:00:58.1773+00,PRD-046,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,4L,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",864.407,,1020,100,,5,false
47,2024-11-20 08:00:58.1773+00,PRD-047,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,10L,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",2161.02,,2550,100,,4,false
48,2024-11-20 08:00:58.1773+00,PRD-048,"BERGER LUXOL HI GLOSS ENAMEL SNOW WHITE ",,20L,WHITE,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",4110.17,,4850,100,,5,false
49,2024-11-20 08:00:58.1773+00,PRD-049,"BERGER LUXOL HI GLOSS ENAMEL BLACK ",,100ML,BLACK,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",42.3729,,50,100,,4,false
50,2024-11-20 08:00:58.1773+00,PRD-050,"BERGER LUXOL HI GLOSS ENAMEL BLACK ",,200ML,BLACK,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",76.2712,,90,100,,5,false
51,2024-11-20 08:00:58.1773+00,PRD-051,"BERGER LUXOL HI GLOSS ENAMEL BLACK ",,500ML,BLACK,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",135.593,,160,100,,5,false
52,2024-11-20 08:00:58.1773+00,PRD-052,"BERGER LUXOL HI GLOSS ENAMEL BLACK ",,1L,BLACK,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",220.339,,260,100,,4,false
53,2024-11-20 08:00:58.1773+00,PRD-053,"BERGER LUXOL HI GLOSS ENAMEL BLACK ",,4L,BLACK,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",762.712,,900,100,,5,false
54,2024-11-20 08:00:58.1773+00,PRD-054,"BERGER LUXOL HI GLOSS ENAMEL GOLDEN BROWN ",,100ML,GOLDEN BROWN,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",42.3729,,50,100,,4,false
55,2024-11-20 08:00:58.1773+00,PRD-055,"BERGER LUXOL HI GLOSS ENAMEL GOLDEN BROWN ",,200ML,GOLDEN BROWN,HI GLOSS ENAMEL,PAINTS,BERGER,"Luxol High Gloss Enamel paint offers a mirror like gloss which can be used both for exterior and interior surfaces mainly on mild steel, wooden and suitably prepared masonry surfaces. Formulated with alkyd and select colourants, it gives a long lasting glossy finish to every surface it touches.",76.2712,,90,100,,5,false
